City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
270,cutervo,68,PE,1524365994,98,-6.38,-78.82,52.14,1.97
271,fort nelson,75,CA,1524362400,64,58.81,-122.69,39.2,8.05
272,hasaki,0,JP,1524362400,41,35.73,140.83,78.8,6.93
273,umm kaddadah,0,SD,1524365673,15,13.6,26.69,61.32,6.22
274,warrnambool,8,AU,1524365995,94,-38.38,142.48,62.76,2.86
275,east london,0,ZA,1524365548,100,-33.02,27.91,71.4,7.0
276,sioux lookout,20,CA,1524362400,55,50.1,-91.92,51.8,5.32
277,luanda,88,AO,1524365996,100,-8.83,13.24,77.79,3.42
278,sitka,88,US,1524365076,96,37.17,-99.65,47.91,6.78
279,half moon bay,1,US,1524364800,81,37.46,-122.43,78.8,9.17
280,leshukonskoye,0,RU,1524365996,75,64.9,45.76,16.86,3.98
281,walvis bay,0,NA,1524362400,93,-22.95,14.51,55.4,7.23
282,yumen,88,CN,1524365655,45,40.29,97.04,56.1,6.78
283,haines junction,0,CA,1524365997,72,60.75,-137.51,28.11,4.21
284,bestobe,76,KZ,1524365707,78,52.5,73.1,55.29,14.38
285,samarai,88,PG,1524365997,100,-10.62,150.67,81.21,11.25
286,kremenchuk,0,UA,1524365998,63,49.08,33.43,49.89,12.26
287,marsh harbour,92,BS,1524365998,100,26.54,-77.06,74.28,18.97
288,melekhovo,80,RU,1524365998,85,54.43,41.37,38.64,26.8
289,guane,0,CU,1524365694,89,22.2,-84.09,72.57,2.75
290,brookhaven,1,US,1524365760,80,40.78,-72.92,53.6,8.9
291,maniitsoq,0,GL,1524365653,63,65.42,-52.9,21.0,6.89
292,lucea,75,JM,1524362400,78,18.44,-78.17,80.6,3.36
293,kem,24,UG,1524365999,95,2.68,33.77,63.48,2.75
294,kalanguy,0,RU,1524365999,48,51.01,116.52,53.94,9.69
295,takoradi,88,GH,1524366000,98,4.89,-1.75,78.87,3.98
296,stephenville,90,US,1524363300,82,32.22,-98.2,60.8,20.8
297,povenets,12,RU,1524366000,75,62.85,34.83,20.82,7.0
298,dwarka,0,IN,1524362400,40,28.58,77.04,73.4,6.93
299,alirajpur,0,IN,1524366001,47,22.3,74.35,82.65,2.98
300,ranong,0,TH,1524362400,70,9.96,98.62,86.0,2.24
301,kodiak,90,US,1524361980,35,39.95,-94.76,57.2,13.87
302,kruisfontein,0,ZA,1524365685,91,-34.0,24.73,57.81,9.69
303,kongolo,92,CD,1524366004,91,-5.39,27.0,72.93,1.63
304,kaeo,56,NZ,1524365715,63,-35.1,173.78,67.26,12.59
305,san quintin,20,PH,1524362400,62,17.54,120.52,89.6,4.7
306,duekoue,88,CI,1524366020,98,6.74,-7.35,73.47,2.98
307,liverpool,0,GB,1524363600,82,53.41,-2.98,60.8,11.41
308,upata,76,VE,1524366007,64,8.02,-62.41,79.59,9.8
309,waiouru,0,NZ,1524365667,73,-39.48,175.67,49.71,7.0
310,krasni okny,0,UA,1524366008,70,47.54,29.46,57.45,9.57
311,pombas,8,BR,1524366023,88,-15.9,-54.74,69.51,1.63
312,qasigiannguit,92,GL,1524365400,85,68.82,-51.19,24.8,3.36
313,tuatapere,36,NZ,1524365633,100,-46.13,167.69,52.41,15.5
314,port lincoln,0,AU,1524365705,73,-34.72,135.86,73.47,7.45
315,san antonio,90,CL,1524362400,100,-33.58,-71.61,53.6,5.82
316,wageningen,0,NL,1524365400,67,51.98,5.66,59.0,4.7
317,hauterive,0,FR,1524364200,58,46.09,3.45,57.2,3.36
318,puerto penasco,8,MX,1524365772,78,31.32,-113.53,70.68,11.25
319,taoudenni,0,ML,1524365728,27,22.68,-3.98,68.61,5.21
320,kang,0,BW,1524366011,61,-23.67,22.79,54.3,2.86
321,villaviciosa,48,ES,1524364200,82,43.48,-5.43,57.2,1.12
322,palana,24,RU,1524366012,66,59.08,159.95,36.93,6.22
323,mackay,75,CA,1524364320,75,53.65,-115.58,46.4,16.11
324,karratha,8,AU,1524366012,26,-20.74,116.85,94.71,5.77
325,fez,75,MA,1524364200,100,34.03,-5.02,55.4,4.7
326,mapiripan,76,CO,1524366013,100,2.89,-72.13,70.68,2.75
327,alugan,88,PH,1524366013,100,12.22,125.48,81.3,7.56
328,les escoumins,24,CA,1524366013,67,48.35,-69.4,29.73,6.78
329,simao,8,CN,1524365640,47,22.76,100.79,80.76,5.32
330,boa vista,75,BR,1524366000,94,2.82,-60.67,75.2,4.7
331,coihaique,75,CL,1524362400,81,-45.58,-72.07,42.8,5.82
332,the pas,90,CA,1524362400,70,53.82,-101.24,44.6,12.75
333,santiago,0,CL,1524366000,63,-33.44,-70.65,60.8,2.24
334,nelson bay,90,AU,1524364200,68,-32.72,152.14,71.6,11.41
335,ust-nera,68,RU,1524366016,81,64.57,143.24,26.04,2.64
336,wundanyi,32,KE,1524366028,97,-3.4,38.37,66.0,2.53
337,castro verde,40,PT,1524362400,100,37.7,-8.08,57.2,4.7
338,tiznit,44,MA,1524366017,83,29.7,-9.73,55.92,5.55
339,yilan,75,TW,1524362400,69,24.75,121.75,84.2,1.12
340,iquitos,20,PE,1524362400,88,-3.75,-73.25,77.0,2.24
341,mar del plata,44,AR,1524365672,49,-46.43,-67.52,60.06,19.53
342,sao joao da barra,76,BR,1524365638,100,-21.64,-41.05,76.17,14.16
343,port hedland,12,AU,1524364200,18,-20.31,118.58,98.6,8.05
344,cacu,0,BR,1524366034,74,-18.56,-51.13,65.01,2.75
345,khorinsk,0,RU,1524366019,43,52.16,109.78,55.38,3.31
346,pisco,0,PE,1524362400,77,-13.71,-76.2,69.8,9.17
347,ahipara,56,NZ,1524365689,81,-35.17,173.16,66.0,13.15
348,biltine,0,TD,1524365718,36,14.53,20.93,64.92,7.23
349,aligudarz,68,IR,1524366021,79,33.4,49.69,38.28,3.2
350,faro,75,PT,1524364200,93,37.02,-7.94,60.8,5.82
351,nuuk,36,GL,1524365400,100,64.17,-51.74,32.0,14.99
352,veraval,0,FR,1524364200,87,49.65,0.71,60.8,10.29
353,mayya,0,RU,1524364200,27,61.74,130.28,41.0,6.71
354,camden,1,US,1524365640,52,39.94,-75.12,53.6,4.99
355,san alberto,0,PY,1524366000,94,-24.98,-54.91,71.6,4.7
356,mariestad,0,SE,1524363600,88,58.71,13.82,32.0,2.24
357,vila velha,75,BR,1524362400,83,-3.71,-38.6,82.4,8.05
358,kathu,0,ZA,1524366024,71,-27.7,23.05,49.08,2.86
359,mastic,1,US,1524365760,80,40.8,-72.84,53.6,8.79
360,douentza,0,ML,1524366024,57,15.01,-2.95,68.16,3.53
361,caucaia,75,BR,1524366000,83,-3.73,-38.66,82.4,8.05
362,camacha,75,PT,1524364200,82,33.08,-16.33,60.8,23.04
363,broome,56,GB,1524363600,87,52.47,1.45,55.4,4.7
364,windhoek,0,NA,1524362400,43,-22.57,17.08,55.4,5.82
365,praya,40,ID,1524364200,62,-8.71,116.27,89.6,8.05
366,killybegs,92,IE,1524366041,99,54.63,-8.45,47.1,12.03
367,albertville,0,FR,1524364200,76,45.68,6.39,53.6,6.93
368,chernyshevskiy,92,RU,1524366027,88,63.01,112.47,38.82,9.91
369,kenai,75,US,1524361980,39,60.55,-151.26,50.0,13.87
370,naze,36,NG,1524365730,96,5.43,7.07,72.66,2.98
371,ballina,76,IE,1524365721,99,54.11,-9.15,46.02,8.9
372,dingle,12,PH,1524365746,61,11.0,122.67,88.68,9.91
373,koson,0,UZ,1524362400,25,39.04,65.59,66.2,9.17
374,ugoofaaru,76,MV,1524365738,99,5.67,73.0,85.44,5.77
375,acapulco,5,MX,1524361320,83,16.86,-99.88,82.4,5.82
376,senanga,0,ZM,1524366029,67,-16.1,23.3,62.49,5.44
377,grand gaube,75,MU,1524362400,83,-20.01,57.66,77.0,11.41
378,sobolevo,80,RU,1524366029,61,54.43,31.9,43.5,21.09
379,sibolga,80,ID,1524365776,93,1.74,98.78,76.26,1.19
380,erenhot,32,CN,1524365722,63,43.65,111.97,51.96,16.4
381,medicine hat,20,CA,1524362400,57,50.04,-110.68,50.0,6.93
382,ancud,92,CL,1524365129,98,-41.87,-73.83,49.53,9.57
383,faaborg,8,DK,1524363600,100,55.1,10.24,42.8,2.24
384,sosva,76,RU,1524366030,51,59.17,61.86,27.21,4.43
385,gambela,8,ET,1524366030,83,8.25,34.59,60.51,2.86
386,vostok,0,RU,1524366031,44,46.45,135.83,48.45,5.66
387,matara,56,PE,1524365688,89,-13.74,-72.9,42.24,1.19
388,leh,64,IN,1524365672,89,34.16,77.58,10.2,1.41
389,nanortalik,48,GL,1524365702,88,60.14,-45.24,34.41,18.19
390,vardo,1,US,1524364500,65,39.62,-77.74,55.4,2.86
391,severo-kurilsk,12,RU,1524365663,97,50.68,156.12,31.98,21.77
392,souillac,0,FR,1524364200,72,45.6,-0.6,62.6,5.82
393,port blair,0,IN,1524365725,100,11.67,92.75,85.17,4.99
394,sinnamary,92,GF,1524366032,100,5.38,-52.96,76.98,9.46
395,tanout,20,NE,1524366033,32,14.97,8.88,72.57,4.43
396,new philadelphia,90,US,1524365760,49,40.49,-81.45,48.2,4.32
397,necochea,0,AR,1524365945,76,-38.55,-58.74,68.61,11.03
398,macamic,5,CA,1524362400,50,48.75,-79.0,30.2,2.24
399,camacupa,0,AO,1524366033,72,-12.02,17.48,53.76,2.64
400,marzuq,0,YE,1524366034,81,14.4,46.47,52.95,2.42
401,rawson,24,AR,1524365119,35,-43.3,-65.11,70.41,15.5
402,solsona,20,PH,1524362400,62,18.1,120.77,89.6,4.7
403,hearst,0,CA,1524366035,78,49.69,-83.67,30.72,2.3
404,natal,20,BR,1524362400,83,-5.81,-35.21,78.8,3.36
405,alofi,68,NU,1524366035,100,-19.06,-169.92,81.84,9.8
406,nazareno,40,MX,1524361320,10,25.4,-103.42,86.0,6.93
407,auki,8,NG,1524366036,60,12.18,6.51,80.04,9.91
408,salalah,0,OM,1524361800,38,17.01,54.1,77.0,3.36
409,gravdal,12,NO,1524363600,93,59.79,5.78,35.6,6.93
410,dhidhdhoo,0,MV,1524366036,97,6.88,73.1,86.25,5.99
411,matamoros,75,US,1524363300,88,25.87,-97.51,77.0,12.75
412,kinablangan,20,PH,1524366037,100,7.69,126.55,81.39,6.78
413,oostburg,1,US,1524363300,38,43.62,-87.79,44.6,7.45
414,xinqing,0,CN,1524366038,31,48.28,129.53,51.69,5.44
415,baden-baden,0,DE,1524365400,87,48.76,8.24,55.4,2.3
416,puerto vallarta,40,MX,1524361620,100,20.61,-105.23,75.2,6.93
417,nioaque,0,BR,1524366039,72,-21.16,-55.83,74.91,8.34
418,general roca,20,AR,1524362400,48,-39.03,-67.58,64.4,3.36
419,rantauprapat,80,ID,1524365945,94,2.1,99.83,77.34,1.97
420,shetpe,0,KZ,1524366039,92,44.14,52.16,47.19,7.78
421,nizhniy tsasuchey,0,RU,1524365773,66,50.52,115.13,55.92,10.47
422,montecristo,76,CO,1524366040,100,8.3,-74.47,71.67,1.19
423,broken hill,0,AU,1524366040,35,-31.97,141.45,82.65,5.44
424,oxbow,75,CA,1524362400,50,49.23,-102.17,57.2,14.99
425,mabaruma,88,GY,1524365775,91,8.2,-59.78,78.06,6.22
426,inirida,36,CO,1524366041,96,3.87,-67.92,72.84,1.97
427,sebeta,90,ET,1524362400,93,8.91,38.62,55.4,4.7
428,gamba,32,CN,1524366041,82,28.28,88.52,20.73,3.2
429,banjarmasin,8,ID,1524366041,89,-3.32,114.59,85.08,2.64
430,baglung,0,NP,1524366042,35,28.27,83.59,68.25,1.63
431,buta,80,CD,1524366042,93,2.79,24.73,74.1,2.08
432,osorno,92,CL,1524366042,99,-40.57,-73.14,54.93,6.44
433,plattsburgh,1,US,1524363300,41,44.69,-73.46,46.4,5.44
434,bay-khaak,0,RU,1524366043,30,51.16,94.47,49.26,2.3
435,fairbanks,1,US,1524362280,48,64.84,-147.72,41.0,3.65
436,xichang,0,CN,1524366043,37,27.88,102.25,70.68,1.97
437,morros,75,BR,1524366000,94,-2.87,-44.04,77.0,3.36
438,zaragoza,0,ES,1524364200,76,41.65,-0.88,57.2,6.93
439,sfantu gheorghe,0,RO,1524364200,93,44.65,26.83,53.6,5.82
440,conakry,12,GN,1524366027,100,9.52,-13.7,77.34,10.02
441,trat,20,TH,1524362400,84,12.25,102.51,87.8,2.24
442,tashtyp,0,RU,1524366045,54,52.8,89.89,53.94,3.53
443,kloulklubed,40,PW,1524362040,66,7.04,134.26,87.8,6.93
444,tocopilla,56,CL,1524365683,100,-22.09,-70.2,62.22,1.41
445,amarante do maranhao,8,BR,1524365747,75,-5.57,-46.74,76.8,5.99
446,tombouctou,0,ML,1524366046,32,16.77,-3.01,70.59,4.21
447,anamur,0,TR,1524366046,82,36.08,32.84,59.07,9.69
448,comodoro rivadavia,0,AR,1524362400,36,-45.87,-67.48,64.4,16.11
449,maxixe,0,MZ,1524366047,100,-23.86,35.35,68.7,5.66
450,bandundu,76,CD,1524366047,86,-3.32,17.38,74.82,7.67
451,ayacucho,68,PE,1524366047,91,-13.16,-74.23,40.62,2.19
452,hualmay,8,PE,1524365759,93,-11.1,-77.61,62.94,2.64
453,moose factory,1,CA,1524362400,100,51.26,-80.61,19.4,2.24
454,college,1,US,1524362280,48,64.86,-147.8,41.0,3.65
455,orange cove,1,US,1524364500,38,36.62,-119.31,82.4,4.7
456,irece,24,BR,1524366048,86,-11.3,-41.86,68.34,8.12
457,amapa,20,HN,1524362400,94,15.09,-87.97,80.6,8.05
458,darhan,0,MN,1524366049,53,49.49,105.92,52.68,7.78
459,minsk mazowiecki,0,PL,1524364200,81,52.18,21.57,42.8,5.82
460,sabha,32,LY,1524366050,31,27.03,14.43,68.7,16.51
461,ahome,40,MX,1524361200,60,25.92,-109.18,71.6,9.17
462,nome,90,US,1524363960,88,30.04,-94.42,69.8,10.29
463,sindor,0,RU,1524366050,69,62.87,51.9,15.06,7.67
464,pandan niog,12,PH,1524366051,100,6.23,120.56,84.0,2.98
465,gangapur,0,IN,1524365979,29,19.7,75.01,82.74,5.1
466,lukovetskiy,20,RU,1524364200,73,64.29,41.92,19.4,8.95
467,okhotsk,48,RU,1524366051,73,59.36,143.24,37.38,2.42
468,berlevag,20,NO,1524365736,100,70.86,29.09,16.41,3.31
469,pangody,64,RU,1524366052,100,65.85,74.49,10.02,11.25
470,sharkan,92,RU,1524366052,87,57.3,53.87,28.2,20.31
471,eisiskes,0,LT,1524363600,86,54.17,25.0,39.2,3.36
472,los alamos,40,US,1524365700,32,35.88,-106.3,53.6,8.05
473,beloha,0,MG,1524365743,83,-25.17,45.06,61.95,4.65
474,casper,1,US,1524361980,58,42.87,-106.31,53.6,10.29
475,kjollefjord,0,NO,1524361800,79,70.95,27.35,26.6,2.24
476,vaitape,68,PF,1524366054,100,-16.52,-151.75,81.12,8.23
477,matay,0,EG,1524365651,67,28.42,30.79,59.79,12.48
478,havre-saint-pierre,1,CA,1524362400,47,50.23,-63.6,35.6,6.93
479,vao,92,EE,1524366055,74,59.1,26.19,42.96,11.03
480,bolobo,92,CD,1524366055,100,-2.17,16.23,72.12,2.86
481,bathsheba,20,BB,1524362400,88,13.22,-59.52,75.2,14.99
482,manaure,56,CO,1524366055,95,11.78,-72.45,79.95,22.77
483,yaan,88,NG,1524365767,94,7.38,8.57,75.72,9.46
484,volodarskiy,0,RU,1524364200,86,46.4,48.54,39.2,8.95
485,mtambile,68,TZ,1524366056,100,-5.38,39.7,79.68,12.26
486,cockburn town,88,TC,1524365713,97,21.46,-71.14,78.96,18.86
487,katobu,56,ID,1524366056,91,-4.94,122.53,84.54,2.64
488,virginia beach,40,US,1524363300,75,36.85,-75.98,50.0,5.82
489,katsuura,0,JP,1524362400,40,33.93,134.5,73.4,4.7
490,ixtapa,40,MX,1524361620,100,20.71,-105.21,75.2,6.93
491,tonneins,0,FR,1524364200,87,44.39,0.31,53.6,2.86
492,kenscoff,20,HT,1524366058,99,18.45,-72.29,65.28,2.3
493,hare bay,90,CA,1524364680,94,48.86,-53.99,32.0,17.22
494,luderitz,44,NA,1524365714,96,-26.65,15.16,53.94,9.8
495,tuy hoa,0,VN,1524366059,75,13.08,109.3,84.54,3.2
496,namibe,0,AO,1524365739,100,-15.19,12.15,77.97,4.09
497,san luis,56,AR,1524365423,90,-33.3,-66.34,61.41,2.53
498,collie,88,AU,1524366059,85,-33.36,116.15,66.09,18.41
499,ada,1,US,1524365580,71,47.3,-96.52,51.8,13.87
500,barabinsk,88,RU,1524366060,77,55.35,78.35,52.14,24.34
501,atar,80,MR,1524365502,31,20.52,-13.05,64.83,4.76
502,carutapera,76,BR,1524365699,91,-1.2,-46.02,79.14,6.67
503,marawi,76,PH,1524366060,100,8.0,124.29,73.92,1.07
504,maceio,90,BR,1524366000,100,-9.67,-35.74,73.4,5.82
505,olga,1,US,1524362280,26,34.11,-118.17,82.4,2.64
506,port augusta,8,AU,1524362400,19,-32.49,137.76,89.6,14.99
507,priiskovyy,0,RU,1524366061,71,51.93,116.63,56.64,6.22
508,vilyuysk,68,RU,1524366061,63,63.75,121.63,38.73,8.12
509,shingu,75,JP,1524362400,64,33.72,135.99,69.8,5.82
510,nyimba,20,ZM,1524366062,72,-14.56,30.81,69.51,4.76
511,nyuzen,0,JP,1524362400,32,36.93,137.5,80.6,8.05
512,paracuru,75,BR,1524366000,83,-3.41,-39.03,82.4,8.05
513,santo angelo,36,BR,1524366063,86,-28.3,-54.26,69.96,3.09
514,wejherowo,0,PL,1524364200,81,54.61,18.25,42.8,11.41
515,zhangjiakou,92,CN,1524366064,100,40.77,114.88,43.68,6.78
516,xining,92,CN,1524365513,100,36.62,101.77,43.68,3.42
517,smidovich,0,RU,1524366064,23,48.6,133.81,55.38,10.8
518,illela,20,NG,1524366064,69,12.25,4.3,79.59,9.8
519,van,75,TR,1524361800,93,38.51,43.37,37.4,1.12
520,teguldet,36,RU,1524365635,77,57.31,88.17,51.51,10.36
521,francisco sa,0,BR,1524366065,64,-16.48,-43.49,66.09,13.27
522,novaya zaimka,8,RU,1524366065,90,56.49,66.92,24.33,4.65
523,lerwick,44,GB,1524363600,93,60.15,-1.15,44.6,26.4
524,jiaxing,40,CN,1524364200,61,30.76,120.75,82.4,6.71
525,beira,64,ES,1524364200,93,43.2,-8.36,55.4,5.82
526,koraput,0,IN,1524366067,71,18.81,82.72,81.21,3.98
527,fare,56,PF,1524366067,100,-16.7,-151.02,81.21,9.69
528,syracuse,20,US,1524362160,51,43.05,-76.15,39.2,2.75
529,knokke-heist,0,BE,1524365400,76,51.33,3.33,57.2,8.05
530,krasnoborsk,32,RU,1524366068,60,61.56,45.93,26.22,14.38
531,mecca,0,SA,1524362400,42,21.43,39.83,86.0,2.75
532,honiara,40,SB,1524362400,79,-9.43,159.96,86.0,16.11
533,hami,88,CN,1524365731,34,42.84,93.51,64.11,4.88
534,nipawin,90,CA,1524362400,86,53.36,-104.02,41.0,13.87
535,prieska,0,ZA,1524366069,69,-29.67,22.74,44.31,2.53
536,brigantine,1,US,1524365760,61,39.41,-74.36,48.2,4.7
537,cairns,20,AU,1524362400,48,-16.92,145.77,86.0,17.22
538,san javier,0,ES,1524364200,72,37.81,-0.83,60.8,3.36
539,baghdad,75,IQ,1524362400,46,33.3,44.38,71.6,10.29
540,westport,68,IE,1524366070,100,53.8,-9.52,46.65,11.03
541,campoverde,32,IT,1524363600,93,41.54,12.73,60.8,2.24
542,lufilufi,20,WS,1524365772,100,-13.87,-171.6,82.11,1.74
